Date,Open,High,Low,Close
1-Apr-10,10372.4,10525.2,10372.4,10508
2-Apr-10,10221.05,10246.2,10036.2,10059.35
3-Apr-10,10520.8,10615.4,10500.6,10606.45
5-Apr-10,11086.4,11137.85,10839.1,10857.85
6-Apr-10,10946.1,10946.1,10862.25,10921.8
8-Apr-10,11755.25,11770.1,11685.55,11738.3
10-Apr-10,12874.25,13022,12874.25,12997
11-Apr-10,13384,13463.55,13384,13456.5
13-Apr-10,10942.1,10983.7,10927.95,10948.1
15-Apr-10,10996.5,11023.05,10888.05,10901.7
16-Apr-10,10895.6,10902.95,10814.1,10862.45
19-Apr-10,10826.65,10826.65,10666.6,10744.1
20-Apr-10,10770.2,10918,10770.2,10864.85
21-Apr-10,10890.05,11003.65,10890.05,10950.55
22-Apr-10,10955.25,11037.15,10918.1,10975.45
23-Apr-10,10974.55,11021.7,10956.4,10986.9
26-Apr-10,11024.4,11054.75,10998.55,11014.85
27-Apr-10,11017.8,11068.6,10965.25,10975.85
28-Apr-10,10915.4,10932.8,10796.8,10852.3
29-Apr-10,10859.15,10971.85,10859.15,10918.75
30-Apr-10,10950.8,11103.15,10950.8,11082.1
1-May-10,10560.05,10679.25,10560.05,10667.1
2-May-10,9990.5,9990.5,9712.25,9828.25
3-May-10,10618.95,10705.9,10618.95,10665.2
4-May-10,10864.45,11024.5,10864.45,10998.3
5-May-10,10736.65,11012.8,10650.75,10975.9
7-May-10,11191.55,11273.4,11183.65,11232.7
8-May-10,11742.85,11818.5,11707.15,11717.15
10-May-10,13019.6,13092.15,13001.35,13038.15
11-May-10,13461.6,13557.25,13461.6,13503.85
13-May-10,10944.6,11074.6,10944.6,11038.45
14-May-10,11025.55,11065.1,10865.45,10895.3
17-May-10,10826.4,10924.2,10675.05,10902.1
18-May-10,10880.5,10975.85,10863.4,10882.55
19-May-10,10851.25,10856.45,10580.95,10600.95
20-May-10,10676.65,10735.4,10552.4,10624.25
21-May-10,10530.25,10530.25,10358.75,10507.1
24-May-10,10555.8,10687.45,10474.85,10497.7
25-May-10,10442.4,10442.4,10152,10180.25
26-May-10,10210.45,10373.65,10210.45,10355.2
27-May-10,10358.55,10505.45,10273.25,10459.75
28-May-10,10487.8,10695,10487.8,10681.3
31-May-10,10673.35,10833.1,10611.7,10821.75
1-Jun-10,10694.35,10773.3,10680.3,10757.85
2-Jun-10,9857.85,9996.95,9857,9961.45
4-Jun-10,11028.5,11058.25,10982.95,11020.35
5-Jun-10,10975.8,11000.7,10782.35,10915.6
7-Jun-10,11240.55,11319.4,11240.55,11308.75
8-Jun-10,11719.95,11777.85,11655.35,11687.65
9-Jun-10,12126.2,12259.2,12126.2,12239.6
10-Jun-10,13058.55,13222.8,13058.55,13187.35
12-Jun-10,12525.8,12610.15,12385.25,12405
14-Jun-10,10917.8,10977.25,10901.9,10969.6
15-Jun-10,10986.8,11043.5,10937.9,11028.55
16-Jun-10,11048.85,11098.25,11031.65,11062.7
17-Jun-10,11074.95,11103.8,11016,11083.55
18-Jun-10,11098.1,11141.5,10990.85,11020.65
21-Jun-10,11068.95,11224.45,11068.95,11199.9
22-Jun-10,11189.7,11194.35,11124.4,11137.1
23-Jun-10,11115.25,11214.85,11100.5,11199.85
24-Jun-10,11205.45,11254.25,11157.65,11220.55
25-Jun-10,11191.8,11241.95,11161.65,11180.3
28-Jun-10,11190.95,11347.4,11173.35,11335.75
29-Jun-10,11341.95,11374.85,11226.35,11254.8
30-Jun-10,11194.75,11318.6,11156.65,11304.45
1-Jul-10,10745.4,10788.45,10656.7,10669.75
4-Jul-10,11056.9,11129.85,11011.3,11058.4
5-Jul-10,10793.25,10793.25,10545.65,10637.25
6-Jul-10,10710.1,10787.75,10650.4,10759.65
7-Jul-10,11316.8,11348.9,11245.95,11266.9
9-Jul-10,12268.1,12317.5,12207.4,12231.85
10-Jul-10,13214.35,13328.1,13064.8,13125.95
12-Jul-10,12404.7,12437.7,12178.2,12248.3
13-Jul-10,11420.95,11487.65,11413.2,11480.7
14-Jul-10,11544.45,11562,11446.5,11465.8
15-Jul-10,11456.95,11492.95,11400.9,11468.85
16-Jul-10,11467.4,11550.45,11467.4,11535.5
19-Jul-10,11514.8,11618.05,11510,11587.05
20-Jul-10,11627.3,11651.5,11518.9,11539.2
21-Jul-10,11558.2,11616.85,11558.2,11598.4
22-Jul-10,11587.9,11643.9,11550.7,11637.4
23-Jul-10,11651.9,11692.05,11556.3,11577.75
26-Jul-10,11592,11623.05,11490.7,11526.15
27-Jul-10,11531.6,11572.45,11491.3,11549
28-Jul-10,11545.4,11668.35,11545.4,11583.05
29-Jul-10,11560.5,11633.6,11560.5,11606.25
30-Jul-10,11594.55,11662.2,11549.9,11564.25
1-Aug-10,10680.6,10731.6,10633.1,10660.45
2-Aug-10,9982.2,10073.15,9825.9,9972.2
3-Aug-10,10678.95,10773.3,10662.75,10703.25
4-Aug-10,11046.65,11093.1,10963.55,11013.4
6-Aug-10,10757.1,10882.5,10638.7,10682.9
7-Aug-10,11310.75,11384.35,11310.75,11352.55
9-Aug-10,12199.45,12269.6,12144.8,12229.75
10-Aug-10,13158.35,13216.2,12978.55,13066.45
11-Aug-10,13532.05,13532.05,13407.55,13476.5
12-Aug-10,12218.45,12218.45,12002.2,12029.45
13-Aug-10,11784.1,11925.55,11784.1,11883.8
16-Aug-10,11908.4,11955.5,11785.85,11857.15
17-Aug-10,11849.55,11983.75,11849.55,11899.7
18-Aug-10,11918.35,12009.75,11908.5,12002.65
19-Aug-10,12039.65,12124.75,12039.65,12112.3
20-Aug-10,12091.65,12156.6,12075.05,12105.7
23-Aug-10,12115.75,12170.2,12115.75,12145
24-Aug-10,12176.7,12186.95,11991.05,12062.55
25-Aug-10,12076.45,12076.45,11902.95,11929.45
26-Aug-10,11942.2,12018.45,11927.9,11945.75
27-Aug-10,11955.7,12011.35,11793.25,11825.4
30-Aug-10,11885.4,11968.35,11761.05,11828.55
31-Aug-10,11818.95,11828.1,11674.55,11797.6
2-Sep-10,9958.35,10028.5,9923.4,10010.9
3-Sep-10,10689.45,10713.65,10581.95,10599.1
4-Sep-10,10983.15,11064.8,10983.15,11024.25
6-Sep-10,10697.95,10839.3,10697.95,10789
7-Sep-10,11392.15,11435.1,11380.75,11400.95
8-Sep-10,11704.1,11831.55,11704.1,11821.45
9-Sep-10,12257.15,12335.4,12229.15,12295.35
11-Sep-10,13475.8,13577.2,13465.05,13555.15
12-Sep-10,12054.1,12062.85,11540.15,11620.7
13-Sep-10,12342.05,12520.4,12342.05,12509.35
14-Sep-10,12555.85,12598.75,12439.05,12483.4
15-Sep-10,12478.5,12588.3,12477.15,12539.5
16-Sep-10,12513,12585.45,12365.6,12398.3
17-Sep-10,12428,12606.5,12428,12583.3
20-Sep-10,12545.9,12706.55,12545.9,12697.15
21-Sep-10,12729.3,12773.25,12564.9,12644.6
22-Sep-10,12665.4,12719.85,12506.6,12609.45
23-Sep-10,12637.05,12660.5,12530.75,12590.6
24-Sep-10,12581.5,12707.5,12566.3,12691.3
27-Sep-10,12739.7,12776.45,12701.45,12725.8
28-Sep-10,12730.3,12767.8,12667,12745.45
29-Sep-10,12741.2,12811.85,12677.4,12707.85
30-Sep-10,12711.5,12714.5,12564.85,12585.3
2-Oct-10,10033.55,10123.4,9967.25,9989.25
3-Oct-10,10595.9,10643.55,10499.3,10552.2
5-Oct-10,10732.2,10928.85,10728.85,10894.35
6-Oct-10,10797.05,10947.35,10793.15,10930.15
8-Oct-10,11827.75,11879.45,11761.7,11787.35
11-Oct-10,13566.5,13601.45,13507.2,13524.55
12-Oct-10,11606,11824.05,11470.35,11763.1
13-Oct-10,13110.9,13205.9,13100.5,13200.6
14-Oct-10,13208.1,13297,13130.45,13183.3
15-Oct-10,13224.1,13246.3,12928.35,12953.7
18-Oct-10,13015.85,13015.85,12752.55,12955.8
19-Oct-10,13014.5,13092.4,12912.35,12942.35
20-Oct-10,12920.1,12980.35,12857.55,12927
21-Oct-10,12944.3,13179.7,12944.3,13166.3
22-Oct-10,13201.25,13239.2,13082.5,13182.45
25-Oct-10,13221.15,13277.5,13152,13168.75
26-Oct-10,13166.2,13221.45,13128.65,13149.65
27-Oct-10,13159.6,13232,13058.45,13107.45
28-Oct-10,13163.3,13176.1,13004.1,13037.3
29-Oct-10,13039.95,13103.65,12880.15,13030
1-Nov-10,10714.8,10801.2,10710.45,10743.1
2-Nov-10,10012.4,10113.15,10012.4,10061.8
3-Nov-10,10544.55,10579.5,10439.1,10505.25
5-Nov-10,10923.05,10940.6,10743.95,10775.2
6-Nov-10,10982.5,11032.65,10880.6,10914
8-Nov-10,11780.1,11822.05,11682,11691.5
10-Nov-10,13097.1,13226.95,13097.1,13210
11-Nov-10,13556.85,13624.1,13292.5,13317.45
15-Nov-10,13006.65,13118.9,12906.1,13095.5
16-Nov-10,13104.9,13196.3,12812.7,12858.85
18-Nov-10,12885.85,13020.05,12574.5,12906.75
19-Nov-10,12912.35,12941.2,12626.2,12671.5
22-Nov-10,12739.35,12885.5,12619.65,12870.5
23-Nov-10,12817,12817,12479.55,12743.7
24-Nov-10,12742.4,12857.9,12438.05,12505.5
25-Nov-10,12481.95,12530.65,12089.05,12129.8
26-Nov-10,12134.35,12195,11371.4,11846.8
29-Nov-10,11847.1,12093.05,11783.15,12057.6
30-Nov-10,12061.8,12364.9,11989.8,12338.8
1-Dec-10,10751.45,10812.15,10606,10632.7
3-Dec-10,10500.75,10555.85,10475.1,10508.85
4-Dec-10,11039.7,11060.3,10926.95,10947.75
5-Dec-10,10811.1,10902.9,10699.9,10892.85
7-Dec-10,11413.3,11474.2,11376.8,11428.75
8-Dec-10,11631.15,11771.75,11588.15,11759.5
10-Dec-10,13217.5,13243.2,12985.35,13071.55
11-Dec-10,13290.2,13386.4,12988.2,13016.2
13-Dec-10,11816.35,11980.65,11796.05,11968.15
14-Dec-10,11989.55,12160.5,11982.25,12142.05
15-Dec-10,12150.75,12159.7,11894.4,11959.55
16-Dec-10,11970.9,12014.6,11849.2,11991.4
20-Dec-10,11973.75,12028.1,11910.7,11967.65
21-Dec-10,11972.7,12106.95,11972.7,12095.2
22-Dec-10,12116.75,12190.85,12041.2,12093
23-Dec-10,12105.2,12154.2,12000.7,12014.45
24-Dec-10,12013.1,12013.1,11938.05,11984.85
27-Dec-10,12002.15,12037.65,11910.45,11925.95
28-Dec-10,11929,11947.9,11889.45,11914.15
29-Dec-10,11921.15,12022.95,11921.15,12016.35
30-Dec-10,12038.15,12104.25,12019.7,12089.4
31-Dec-10,12107.3,12242.7,12107.3,12232.05
2-Jan-11,10927.8,10990.9,10702.6,10737.05
3-Jan-11,10484.95,10819.95,10484.95,10803.2
4-Jan-11,11319.2,11371.65,11259.7,11360.95
6-Jan-11,11448.1,11515.3,11434.7,11496.2
7-Jan-11,11239.4,11335.4,11232.75,11291.75
8-Jan-11,10972.2,11038.6,10851.45,10883.15
11-Jan-11,10044.7,10075.35,9945.2,9993.7
12-Jan-11,9094.5,9352.15,9094.5,9173.7
13-Jan-11,11502.1,11633.9,11422.2,11460.9
14-Jan-11,11446,11502.3,11268.25,11293.9
17-Jan-11,11317.95,11317.95,11184.95,11209.5
18-Jan-11,11255.8,11328.8,11189.15,11255.5
19-Jan-11,11266.75,11373.5,11259.65,11326.2
20-Jan-11,11298.35,11374.9,11229.65,11352.35
21-Jan-11,11343,11457.7,11331.75,11403.65
24-Jan-11,11407.85,11510.7,11407.85,11484.55
25-Jan-11,11463.85,11546.75,11370.5,11383.7
27-Jan-11,11404.7,11446.7,11094.4,11120.35
28-Jan-11,11125.15,11125.15,10711,10854.85
31-Jan-11,10767.7,10945.9,10604.15,10915.65
2-Feb-11,10815.85,10856,10713.6,10741.75
5-Feb-11,11385.05,11435.5,11194.05,11231.7
6-Feb-11,11419.6,11442.5,11347.55,11381.65
8-Feb-11,10876.4,10876.4,10745.8,10796.2
9-Feb-11,10004.6,10156.75,10004.6,10113.4
11-Feb-11,9991.5,10046.35,9925.45,10003.8
12-Feb-11,9174.6,9427.05,9156.75,9411.95
14-Feb-11,10442.05,10826.55,10442.05,10799.8
15-Feb-11,10850.2,10920.1,10699.15,10860.65
16-Feb-11,10862.25,10925.55,10853.2,10872.85
17-Feb-11,10880,11012.05,10863.95,11004.7
18-Feb-11,11014.3,11133.95,10783.1,10807.1
21-Feb-11,10794.7,10900,10688.4,10880.25
22-Feb-11,10846,10848.3,10725.65,10766.15
23-Feb-11,10691.9,10782.8,10668,10688
24-Feb-11,10674.55,10674.55,10308.8,10339.6
25-Feb-11,10375.1,10450.15,10274.8,10407.4
28-Feb-11,10489.1,10625.7,10430.8,10448.85
1-Mar-11,12253.15,12352.4,12251.5,12261
2-Mar-11,10741.4,10881.4,10708.7,10870.35
3-Mar-11,10738.6,10867.3,10693.55,10802.6
5-Mar-11,11233.25,11298.45,10968.45,10989.2
6-Mar-11,11387.65,11475.55,11287.85,11308.15
8-Mar-11,10735.45,10758.35,10621.4,10740.35
10-Mar-11,9815.45,9815.45,9600,9613.8
11-Mar-11,10003.95,10096.4,9977.05,10077
14-Mar-11,10672,10778.3,10672,10772.8
15-Mar-11,10609.45,10670.65,10516.9,10596.9
16-Mar-11,10641.2,10762,10641.2,10739.9
17-Mar-11,10708.75,10769.35,10655.05,10718.15
18-Mar-11,10725.55,10784.05,10583.8,10616.6
21-Mar-11,10625.45,10658.2,10527.95,10577.8
22-Mar-11,10599.95,10683.85,10599.95,10659.35
23-Mar-11,10643.75,10741.95,10638.7,10736.05
24-Mar-11,10747.4,10828.55,10747.4,10808.2
25-Mar-11,10833.6,10951.15,10833.6,10943.1
28-Mar-11,10973.35,11037.65,10964.6,11027.5
29-Mar-11,11051.15,11117.15,11035.85,11081.65
30-Mar-11,11130.2,11305.65,11130.2,11272.8
31-Mar-11,11285.4,11355.35,11163.5,11279.55
1-Apr-11,12278.45,12338.25,12180.6,12205.1
2-Apr-11,10884.7,10987.6,10693.6,10727.85
3-Apr-11,10850.05,10928.55,10784.15,10807.2
4-Apr-11,11375.2,11517.95,11375.2,11495.6
5-Apr-11,10991.25,10996.7,10829.65,10902.65
7-Apr-11,11331.2,11429.8,11331.2,11416.75
8-Apr-11,10763.75,10882.15,10682,10699.55
10-Apr-11,9607.95,9694.95,9415.3,9435.25
11-Apr-11,10078.7,10216.45,10078.7,10178.65
13-Apr-11,11412.7,11627.05,11396.25,11618.6
15-Apr-11,11627.55,11656.8,11535.6,11606.2
18-Apr-11,11610.45,11719.1,11463.55,11475.25
19-Apr-11,11477.85,11498.8,11389.6,11487.85
20-Apr-11,11522.15,11609.1,11500.7,11602.7
21-Apr-11,11625.3,11669.55,11523.4,11532.85
25-Apr-11,11526.15,11587.85,11526.15,11571.65
26-Apr-11,11588.05,11595.45,11475.85,11558.95
27-Apr-11,11591.25,11633.7,11568.9,11598.5
28-Apr-11,11630.85,11659.1,11507.4,11521.35
29-Apr-11,11532.35,11537.5,11325.55,11376.7
1-May-11,12199.65,12214.85,12022.75,12063.5
4-May-11,11507.85,11636.65,11455.3,11624.8
5-May-11,10906.95,10982.4,10746.7,10775
7-May-11,11451.2,11451.2,11366.05,11397.15
8-May-11,10457.75,10554.35,10322.05,10542.05
9-May-11,10103.05,10170.5,10009.6,10149.2
10-May-11,9439.45,9515.35,9355.8,9371.9
12-May-11,9412.3,9450.85,9379.15,9429.55
13-May-11,11069.35,11244.2,11049.65,11185.4
16-May-11,11191.35,11204.7,11108.2,11145.6
17-May-11,11172.3,11244.5,11076.2,11111.65
18-May-11,11130.7,11140.85,10967.55,10988
19-May-11,11008.75,11015.65,10922.7,10942.1
20-May-11,10943.95,11047.55,10930.2,11001.1
23-May-11,10988.75,10988.75,10860.1,10888.1
24-May-11,10890.3,10995.35,10885.35,10981.3
25-May-11,10983.05,11029.7,10956.1,10977.5
26-May-11,11011.2,11059.8,10990.95,11017.5
27-May-11,11028.9,11153.35,11028.9,11149.05
30-May-11,11171.5,11273.4,11171.5,11241.2
31-May-11,11235.25,11475.4,11235.25,11444.15
1-Jun-11,12089.2,12144.7,11860.9,11874
4-Jun-11,11644.25,11705.15,11592.25,11638.05
5-Jun-11,10825.65,11004.5,10825.3,10993.7
6-Jun-11,11302.55,11316.55,11240.8,11301
7-Jun-11,11407.75,11443.35,11382.1,11415.75
9-Jun-11,10146.55,10164.7,10026.95,10152.25
13-Jun-11,11280.65,11298.3,11167.15,11291.65
14-Jun-11,11270,11383.8,11270,11336.3
15-Jun-11,11300.85,11346.3,11211.2,11229.7
16-Jun-11,11163.95,11204,11114.25,11127.65
17-Jun-11,11145.9,11178,11033.9,11051.25
20-Jun-11,11090.45,11104.95,10723.55,10853.95
21-Jun-11,10875.65,10933.55,10814.2,10825.05
22-Jun-11,10905.25,10911.1,10717.95,10748.8
23-Jun-11,10750.85,10784.4,10642.2,10767.5
24-Jun-11,10795.7,11005.35,10795.7,10995.15
27-Jun-11,10972.9,11210.9,10950.9,11196.4
28-Jun-11,11218.6,11271.35,11163.25,11177.2
29-Jun-11,11202.4,11234.75,11160.45,11200.15
30-Jun-11,11209.1,11269.7,11205.85,11234.9
1-Jul-11,11862.35,11865.1,11618.15,11642
2-Jul-11,10726.65,10804.65,10665.3,10688.1
3-Jul-11,10739.15,10741.25,10585.95,10685.6
4-Jul-11,11644.45,11738.2,11642.95,11714.5
6-Jul-11,11297.95,11394.85,11289.15,11383.3
7-Jul-11,11419.4,11550,11419.4,11543.5
9-Jul-11,10155.9,10352.3,10155.9,10333.1
10-Jul-11,9391.5,9609.65,9391.5,9518.9
12-Jul-11,9429.55,9525.1,9393.8,9414.25
13-Jul-11,11214.05,11293.95,11208.9,11282.35
14-Jul-11,11270.8,11441.15,11260.9,11390.45
15-Jul-11,11392.25,11463.05,11349.85,11390.15
18-Jul-11,11399.75,11470.55,11398.9,11414.35
19-Jul-11,11410.25,11485.65,11400.5,11416.05
20-Jul-11,11451.7,11465.5,11234.65,11253.2
21-Jul-11,11245.8,11245.8,11123.2,11140.2
22-Jul-11,11174.7,11295.25,11174.7,11278.45
25-Jul-11,11278.55,11343.05,11247.7,11333.55
26-Jul-11,11347.55,11387.55,11194.35,11223.75
27-Jul-11,11250.75,11275.4,11166.1,11228.7
28-Jul-11,11174.4,11176,11098.7,11117.75
29-Jul-11,11103.5,11145.7,10862.1,10910.2
2-Aug-11,10701.85,10736.7,10429.45,10452.6
3-Aug-11,10688.15,10812.65,10688.15,10779.25
4-Aug-11,11748.95,11758.15,11502.35,11544.35
6-Aug-11,11369.65,11440.2,11341.85,11370.65
7-Aug-11,11492.7,11526.1,11339.55,11356.75
8-Aug-11,10517.2,10523.65,10245.7,10415.35
9-Aug-11,10333.2,10390,10293.2,10336.7
11-Aug-11,10179.7,10215.35,10095.7,10138.15
12-Aug-11,9413.65,9413.85,9214.25,9253.3
16-Aug-11,10353.35,10434.05,10203.35,10232.05
17-Aug-11,10237,10289,10137.8,10159.7
18-Aug-11,10167.3,10204.9,9907.4,9940.8
19-Aug-11,9929.85,9929.85,9717.75,9864.05
22-Aug-11,9867.3,9982.85,9788.6,9964.3
23-Aug-11,9964.45,10045.7,9884.95,10029.4
24-Aug-11,10018.75,10118.35,9899.75,9939.45
25-Aug-11,9939.85,9986.8,9786.55,9815.35
26-Aug-11,9820.1,9861.25,9572.55,9597.8
29-Aug-11,9606.35,9893.4,9606.35,9872.05
30-Aug-11,9882.7,10007.3,9882.7,9989
2-Sep-11,10437.95,10437.95,10107.6,10161.5
3-Sep-11,10785.35,10869.15,10762.8,10832.55
5-Sep-11,11026.6,11091.2,10951.65,11060.9
6-Sep-11,11376,11406.5,11321.1,11341.55
8-Sep-11,10395.9,10423.55,10145.75,10279.5
9-Sep-11,10342.45,10417.15,10188.35,10199.5
11-Sep-11,10139.15,10175.45,9982.55,9995.8
12-Sep-11,9250.75,9250.75,9113.1,9148.35
13-Sep-11,9952.4,10126.45,9894,9931.9
14-Sep-11,9936,10017.9,9907.2,9995
15-Sep-11,10002.9,10162.4,10002.9,10147.65
16-Sep-11,10153.95,10219.95,10123.05,10167.25
19-Sep-11,10162.9,10170.4,10102.25,10113.15
20-Sep-11,10115.05,10226.1,10084.65,10216.4
21-Sep-11,10225.05,10322.15,10225.05,10311.1
22-Sep-11,10301.6,10301.6,9955.55,9966.65
23-Sep-11,9960,10001.75,9804.2,9895.95
26-Sep-11,9894.7,9918.05,9637.2,9748.35
27-Sep-11,9763.95,9953.85,9763.95,9935.55
28-Sep-11,9943.25,9989.55,9861.2,9885.2
29-Sep-11,9882.8,9939.5,9788.2,9916.35
30-Sep-11,9918.65,9966.15,9781.45,9822.2
1-Oct-11,11643.05,11700.65,11308.35,11331.15
2-Oct-11,10146.8,10258.4,10037.9,10197.85
3-Oct-11,10813.75,10814.45,10758.5,10790.45
5-Oct-11,11064.05,11104.7,11016.3,11048.2
6-Oct-11,11372.75,11377.2,11228.9,11278.45
8-Oct-11,10300.45,10500.95,10300.45,10486.25
10-Oct-11,9519.45,9640.5,9489.6,9631.25
13-Oct-11,9869.85,9960.35,9867.9,9893.65
14-Oct-11,9891.95,9913.55,9832.35,9895
17-Oct-11,9895.9,9966.8,9873.8,9903.75
18-Oct-11,9902.1,9902.1,9752.3,9780.65
19-Oct-11,9782.75,9897.25,9782.75,9870.2
20-Oct-11,9868.65,9868.65,9727.35,9782.45
21-Oct-11,9782.9,9837.35,9667.65,9682.65
24-Oct-11,9684.4,9803.75,9645.6,9660.45
25-Oct-11,9660.55,9723.65,9607.7,9699.35
26-Oct-11,9700.25,9785.25,9700.25,9768.8
28-Oct-11,9772.85,10007.25,9772.85,9997.8
31-Oct-11,9996.7,10078.6,9937.55,10047.15
1-Nov-11,11333.9,11457.4,11211.2,11321.8
2-Nov-11,10187.4,10421.05,10108.55,10406.25
3-Nov-11,10731.45,10833.5,10638,10693.1
4-Nov-11,11533.7,11533.7,11419.85,11437.5
5-Nov-11,11086.85,11129.25,11034.35,11114
7-Nov-11,11327.5,11339.45,11242.6,11279.1
8-Nov-11,10483.7,10541,10424.4,10434.05
10-Nov-11,9632.75,9762.7,9632.75,9703
11-Nov-11,9993.65,10020.35,9847.55,9875.9
14-Nov-11,9873.1,9965.2,9786.15,9802
15-Nov-11,9801.85,9802.1,9489.55,9504.65
16-Nov-11,9504.55,9504.55,9352.45,9457.35
17-Nov-11,9458.3,9474,9286.4,9313.4
18-Nov-11,9311.95,9311.95,9146.8,9268.2
21-Nov-11,9267.05,9267.05,9058.05,9087.45
22-Nov-11,9087.5,9167.75,9054.9,9106.85
23-Nov-11,9105.65,9105.65,8896.75,8924
24-Nov-11,8924.2,9086.25,8802.9,9057.45
25-Nov-11,9056.45,9166.85,9001.7,9083
28-Nov-11,9085.3,9275.3,9085.3,9263.5
29-Nov-11,9264.65,9305.85,9117.55,9140.9
30-Nov-11,9140.55,9152.15,9038.95,9089.95
1-Dec-11,11323.15,11513.85,11254.5,11501.4
5-Dec-11,11096.5,11190,11043.8,11063.6
7-Dec-11,11235.9,11279.6,11116.7,11159.35
8-Dec-11,10441.95,10531.6,10333.75,10343.1
9-Dec-11,10196,10196,9925.2,9948.2
10-Dec-11,9703.55,9877.5,9703.55,9869.2
12-Dec-11,9149.3,9224.15,8930.05,8955.1
13-Dec-11,8954,8975.25,8857.2,8938.1
14-Dec-11,8938.2,8988.95,8837.1,8864.55
15-Dec-11,8861.65,8869.95,8745.05,8851.3
16-Dec-11,8851.75,8955.95,8652.15,8682.5
19-Dec-11,8681.6,8681.6,8426.35,8499.85
20-Dec-11,8501.2,8532.6,8274.5,8295.85
21-Dec-11,8299,8491.55,8299,8446.45
22-Dec-11,8445.8,8554.15,8356.6,8542.5
23-Dec-11,8543.75,8614.65,8432.55,8467.45
26-Dec-11,8468.1,8555.1,8468.1,8522.05
27-Dec-11,8523.55,8569.6,8414.2,8448.75
28-Dec-11,8448.5,8448.5,8315.3,8366.35
29-Dec-11,8365.4,8367.9,8293.2,8334.55
30-Dec-11,8335.4,8399.1,8258.5,8333.1
2-Jan-12,9813.35,9929,9768.9,9918.85
3-Jan-12,10437.7,10437.7,10301.25,10366.05
6-Jan-12,9563.4,9594.2,9414.85,9440.35
8-Jan-12,10029.35,10097.2,10014.9,10080.6
10-Jan-12,11044.7,11123.25,11044.7,11115
11-Jan-12,10899.45,11010.5,10899.45,10997.3
13-Jan-12,9031.05,9141.1,9030.95,9101.5
16-Jan-12,9100.8,9143.7,9023.7,9138.2
17-Jan-12,9139.25,9302.5,9139.25,9262.1
18-Jan-12,9262.7,9319.75,9164.35,9192.3
19-Jan-12,9197.3,9353.05,9197.3,9342.7
20-Jan-12,9344.25,9454.1,9336.05,9414.35
23-Jan-12,9413,9511.3,9390.6,9407.7
24-Jan-12,9408.6,9636.85,9408.6,9610.55
25-Jan-12,9610.7,9768.75,9610.7,9751
27-Jan-12,9752.1,9848.65,9718.2,9811.1
30-Jan-12,9810.05,9810.05,9571.35,9591.75
31-Jan-12,9592.8,9828.85,9592.8,9812.55
1-Feb-12,8333.45,8376.3,8224.15,8312.1
2-Feb-12,9919.6,10052.25,9859.2,9995.6
3-Feb-12,10367.25,10502.4,10332.55,10375.1
4-Feb-12,10449.8,10583.55,10449.8,10534.45
5-Feb-12,10231.6,10304.2,10195.05,10215.8
7-Feb-12,10102.75,10202.65,10102.75,10162.1
8-Feb-12,10078.55,10140.5,10066.35,10135.45
11-Feb-12,11004.95,11118.95,11004.95,11080.4
13-Feb-12,10356.9,10412.6,10281.85,10376.45
14-Feb-12,10375.65,10477.6,10324.3,10448.5
15-Feb-12,10449.75,10701.75,10449.75,10689.55
16-Feb-12,10688.4,10801.2,10656.95,10785.9
17-Feb-12,10787.5,10952.75,10777.7,10828.1
21-Feb-12,10828,10926.15,10821.9,10883.05
22-Feb-12,10884.05,10961.35,10394,10425.95
23-Feb-12,10424.7,10477.6,10242.5,10411.55
24-Feb-12,10411.3,10529.5,10256.05,10332.15
27-Feb-12,10331.85,10353.65,9994.3,10035.6
28-Feb-12,10037.05,10408.95,10037.05,10393.75
29-Feb-12,10396.05,10571.7,10323.1,10438
1-Mar-12,8313.35,8575.3,8313.35,8564.55
2-Mar-12,9995.25,10053.15,9941.7,10035.9
3-Mar-12,10374.3,10407.75,10372.55,10379.35
4-Mar-12,10535.3,10699.05,10535.3,10669.75
5-Mar-12,10214.05,10214.05,10068.9,10081.5
7-Mar-12,10167.3,10292.7,10167.3,10285.1
8-Mar-12,10131.9,10131.9,10031.75,10093.9
9-Mar-12,9895.85,9948.2,9851.55,9875.05
